"term","coef","is_year"
"lol",0.310557150489377,FALSE
"sorri",0.209897730983223,FALSE
"pleas",0.159898764183303,FALSE
"read",0.150918198413626,FALSE
"irrelev",0.150337923182466,FALSE
"respond",0.131030016014117,FALSE
"liter",0.128135823715395,FALSE
"comment",0.118375692885235,FALSE
"shit",0.118031469165716,FALSE
"said",0.0908823012129115,FALSE
"admit",0.0890058051015248,FALSE
"year2020",0.0781854742035462,TRUE
"argument",0.0757256123623302,FALSE
"answer",0.0661072776947665,FALSE
"fuck",0.0609234972922877,FALSE
"yeah",0.0572407028083345,FALSE
"prove",0.0532532396891419,FALSE
"year2021",0.0501133769846779,TRUE
"yes",0.042132763017235,FALSE
"sourc",0.0418956468452954,FALSE
"year2022",0.0418154913482197,TRUE
"year2019",0.0411648849396264,TRUE
"evid",0.0405094450048604,FALSE
"claim",0.0404154309513345,FALSE
"discuss",0.0402341315556578,FALSE
"tri",0.0331719974434004,FALSE
"post",0.0327261780613901,FALSE
"word",0.024165443751783,FALSE
"talk",0.0239290848004326,FALSE
"X.re",0.0224391130371895,FALSE
"provid",0.0216708437158515,FALSE
"logic",0.0144805817189992,FALSE
"fact",0.0142131010610615,FALSE
"scienc",0.00918493098587648,FALSE
"year2018",0.00789032289224697,TRUE
"know",0.00472433088910597,FALSE
"research",0.00427281980238787,FALSE
"peopl",-0.00156592368684241,FALSE
"focus",-0.00577455768766359,FALSE
"edit",-0.00580146583548407,FALSE
"reason",-0.00680922854347601,FALSE
"probabl",-0.00895584324472751,FALSE
"often",-0.0100515755556156,FALSE
"think",-0.0107274910559138,FALSE
"way",-0.0108070025520972,FALSE
"come",-0.0130302255050839,FALSE
"case",-0.0161179644723402,FALSE
"year2017",-0.0182819322875494,TRUE
"fair",-0.0188570478700196,FALSE
"general",-0.0192608975043286,FALSE
"safe",-0.0199544890975727,FALSE
"issu",-0.0213554582704231,FALSE
"mani",-0.0284710654283577,FALSE
"allow",-0.0288178824787279,FALSE
"year2016",-0.0331855374138833,TRUE
"strong",-0.0413819112500596,FALSE
"may",-0.0444926622039,FALSE
"though",-0.0475859300177398,FALSE
"becom",-0.0578071298971299,FALSE
"agre",-0.060677801396753,FALSE
"etc",-0.0607134941517544,FALSE
"lot",-0.0709151221768343,FALSE
"exampl",-0.0710180427496656,FALSE
"howev",-0.107107490532458,FALSE
"necessarili",-0.132152166243856,FALSE
